1529416187283:30.0:-1
1529416187366:31.0:-1
1529416187369:31.0:-1
1529416187372:31.0:-1
1529416187373:31.0:-1
1529416187376:31.0:-1
1529416187378:31.0:-1
1529416187380:31.0:-1
1529416187383:29.0:-1
1529416187385:29.0:-1
1529416187387:29.0:-1
1529416187390:29.0:-1
1529416187393:29.0:-1
1529416187396:28.0:-1
1529416187398:28.0:-1
1529416187400:28.0:-1
1529416187402:28.0:-1
1529416187405:28.0:-1
1529416187408:28.0:-1
1529416187410:28.0:-1
1529416187412:28.0:-1
1529416187414:28.0:-1
1529416187416:28.0:-1
1529416187419:28.0:-1
1529416187421:28.0:-1
1529416187423:28.0:-1
1529416187426:28.0:-1
1529416187428:28.0:-1
1529416187431:28.0:-1
1529416187434:29.0:-1
1529416187437:29.0:-1
1529416187441:29.0:-1
1529416187443:29.0:-1
1529416187449:29.0:-1
1529416187452:29.0:-1
1529416187454:29.0:-1
1529416187463:29.0:-1
1529416187466:29.0:-1
1529416187468:29.0:-1
1529416187473:29.0:-1
1529416187477:29.0:-1
1529416187481:29.0:-1
1529416187483:29.0:-1
1529416187489:30.0:-1
1529416187497:30.0:-1
1529416187500:30.0:-1
1529416187503:30.0:-1
1529416187505:30.0:-1
1529416187506:30.0:-1
1529416187508:30.0:-1
1529416187510:30.0:-1
1529416187512:30.0:-1
1529416187514:29.0:-1
1529416187516:29.0:-1
1529416187518:29.0:-1
1529416187520:29.0:-1
1529416187521:29.0:-1
1529416187523:29.0:-1
1529416187525:29.0:-1
1529416187528:29.0:-1
1529416187530:29.0:-1
1529416187532:29.0:-1
1529416187557:27.0:-1
1529416187558:27.0:-1
1529416187560:27.0:-1
1529416187562:27.0:-1
1529416187564:26.0:-1
1529416187565:26.0:-1
1529416187567:26.0:-1
1529416187570:26.0:-1
1529416187588:27.0:-1
1529416187590:27.0:-1
1529416187592:27.0:-1
1529416187594:27.0:-1
1529416187597:27.0:-1
1529416187599:27.0:-1
1529416187601:27.0:-1
1529416187603:27.0:-1
1529416187605:27.0:-1
1529416187607:27.0:-1
1529416187609:27.0:-1
1529416187612:27.0:-1
1529416187614:27.0:-1
1529416187616:27.0:-1
1529416187619:27.0:-1
1529416187621:27.0:-1
1529416187624:27.0:-1
1529416187626:27.0:-1
1529416187628:27.0:-1
1529416187630:27.0:-1
1529416187632:27.0:-1
1529416187634:27.0:-1
1529416187636:27.0:-1
1529416187638:27.0:-1
1529416187641:26.0:-1
1529416187643:26.0:-1
1529416187645:26.0:-1
1529416187647:26.0:-1
1529416187650:26.0:-1
1529416187652:25.0:-1
1529416187654:25.0:-1
1529416187656:25.0:-1
1529416187658:25.0:-1
1529416187659:25.0:-1
1529416187662:25.0:-1
1529416187663:25.0:-1
1529416187665:25.0:-1
1529416187667:25.0:-1
1529416187670:25.0:-1
1529416187671:25.0:-1
1529416187673:25.0:-1
1529416187676:24.0:-1
1529416187678:24.0:-1
1529416187680:24.0:-1
1529416187682:24.0:-1
1529416187684:24.0:-1
1529416187704:24.0:-1
1529416187706:24.0:-1
1529416187708:24.0:-1
1529416187710:24.0:-1
1529416187713:24.0:-1
1529416187715:24.0:-1
1529416187718:24.0:-1
1529416187720:24.0:-1
1529416187722:24.0:-1
1529416187725:24.0:-1
1529416187727:23.0:-1
1529416187730:23.0:-1
1529416187732:23.0:-1
1529416187734:23.0:-1
1529416187738:23.0:-1
1529416187740:24.0:-1
1529416187742:24.0:-1
1529416187744:24.0:-1
1529416187746:24.0:-1
1529416187749:24.0:-1
1529416187752:24.0:-1
1529416187754:24.0:-1
1529416187757:24.0:-1
1529416187759:24.0:-1
1529416187761:24.0:-1
1529416187765:24.0:-1
1529416187767:24.0:-1
1529416187770:24.0:-1
1529416187772:24.0:-1
1529416187775:24.0:-1
1529416187777:23.0:-1
1529416187780:23.0:-1
1529416187782:23.0:-1
1529416187785:23.0:-1
1529416187786:23.0:-1
1529416187789:22.0:-1
1529416187791:22.0:-1
1529416187793:22.0:-1
1529416187795:22.0:-1
1529416187797:22.0:-1
1529416187799:22.0:-1
1529416187801:22.0:-1
1529416187803:22.0:-1
1529416187807:22.0:-1
1529416187809:22.0:-1
1529416187812:22.0:-1
1529416187815:22.0:-1
1529416187817:22.0:-1
1529416187818:22.0:-1
1529416187821:22.0:-1
1529416187823:22.0:-1
1529416187824:22.0:-1
1529416187827:22.0:-1
1529416187829:22.0:-1
1529416187831:22.0:-1
1529416187832:22.0:-1
1529416187834:22.0:-1
1529416187837:22.0:-1
1529416187839:22.0:-1
1529416187842:22.0:-1
1529416187844:22.0:-1
1529416187847:22.0:-1
1529416187849:22.0:-1
1529416187852:22.0:-1
1529416187855:22.0:-1
1529416187857:22.0:-1
1529416187859:22.0:-1
1529416187861:22.0:-1
1529416187864:22.0:-1
1529416187865:21.0:-1
1529416187867:21.0:-1
1529416187869:21.0:-1
1529416187871:21.0:-1
1529416187873:21.0:-1
1529416187875:21.0:-1
1529416187878:22.0:-1
1529416187880:22.0:-1
1529416187882:22.0:-1
1529416187885:22.0:-1
1529416187888:22.0:-1
1529416187890:21.0:-1
1529416187892:21.0:-1
1529416187894:21.0:-1
1529416187896:21.0:-1
1529416187898:21.0:-1
1529416187900:21.0:-1
1529416187902:21.0:-1
1529416187904:20.0:-1
1529416187906:20.0:-1
1529416187908:20.0:-1
1529416187911:20.0:-1
1529416187913:20.0:-1
1529416187916:20.0:-1
1529416187917:20.0:-1
1529416187919:20.0:-1
1529416187922:20.0:-1
1529416187925:20.0:-1
1529416187927:20.0:-1
1529416187929:21.0:-1
1529416187931:21.0:-1
1529416187933:21.0:-1
1529416187935:21.0:-1
1529416187938:21.0:-1
1529416187940:21.0:-1
1529416187943:22.0:-1
1529416187944:22.0:-1
1529416187946:22.0:-1
1529416187948:22.0:-1
1529416187950:22.0:-1
1529416187951:22.0:-1
1529416187955:22.0:-1
1529416187957:22.0:-1
1529416187959:22.0:-1
1529416187961:22.0:-1
1529416187963:22.0:-1
1529416187965:22.0:-1
1529416187967:22.0:-1
1529416187969:22.0:-1
1529416187972:22.0:-1
1529416187974:22.0:-1
1529416187976:22.0:-1
1529416187978:22.0:-1
1529416187980:23.0:-1
1529416187982:23.0:-1
1529416187984:23.0:-1
1529416187986:23.0:-1
1529416187989:23.0:-1
1529416187992:23.0:-1
1529416187994:24.0:-1
1529416187996:24.0:-1
1529416187998:24.0:-1
1529416188001:24.0:-1
1529416188003:24.0:-1
1529416188006:23.0:-1
1529416188009:23.0:-1
1529416188011:23.0:-1
1529416188014:23.0:-1
1529416188016:23.0:-1
1529416188019:22.0:-1
1529416188021:22.0:-1
1529416188023:22.0:-1
1529416188026:22.0:-1
1529416188028:22.0:-1
1529416188030:22.0:-1
1529416188032:22.0:-1
1529416188034:22.0:-1
1529416188036:22.0:-1
1529416188038:22.0:-1
1529416188040:22.0:-1
1529416188042:22.0:-1
1529416188044:22.0:-1
1529416188046:22.0:-1
1529416188048:22.0:-1
1529416188050:22.0:-1
1529416188052:22.0:-1
1529416188055:22.0:-1
1529416188058:23.0:-1
1529416188060:23.0:-1
1529416188062:23.0:-1
1529416188064:23.0:-1
1529416188065:23.0:-1
1529416188067:23.0:-1
1529416188069:24.0:-1
1529416188071:24.0:-1
1529416188073:24.0:-1
1529416188076:24.0:-1
1529416188078:24.0:-1
1529416188081:24.0:-1
1529416188082:24.0:-1
1529416188085:24.0:-1
1529416188087:24.0:-1
1529416188090:24.0:-1
1529416188093:24.0:-1
1529416188095:24.0:-1
1529416188097:24.0:-1
1529416188099:24.0:-1
1529416188100:24.0:-1
1529416188102:24.0:-1
1529416188105:24.0:-1
1529416188108:24.0:-1
1529416188110:23.0:-1
1529416188113:23.0:-1
1529416188116:23.0:-1
1529416188118:23.0:-1
1529416188120:23.0:-1
1529416188122:23.0:-1
1529416188124:23.0:-1
1529416188126:23.0:-1
1529416188128:23.0:-1
1529416188131:23.0:-1
1529416188133:23.0:-1
1529416188134:22.0:-1
1529416188136:22.0:-1
1529416188139:22.0:-1
1529416188140:22.0:-1
1529416188142:22.0:-1
1529416188145:22.0:-1
1529416188146:21.0:-1
1529416188149:21.0:-1
1529416188151:21.0:-1
1529416188153:21.0:-1
1529416188155:21.0:-1
1529416188158:21.0:-1
1529416188161:21.0:-1
1529416188163:21.0:-1
1529416188165:21.0:-1
1529416188168:21.0:-1
1529416188170:21.0:-1
1529416188172:21.0:-1
1529416188175:20.0:-1
1529416188178:20.0:-1
1529416188181:20.0:-1
1529416188183:20.0:-1
1529416188185:20.0:-1
1529416188187:19.0:-1
1529416188190:19.0:-1
1529416188191:19.0:-1
1529416188193:19.0:-1
1529416188195:19.0:-1
1529416188196:19.0:-1
1529416188198:19.0:-1
1529416188200:19.0:-1
1529416188201:19.0:-1
1529416188204:19.0:-1
1529416188206:19.0:-1
1529416188207:19.0:-1
1529416188209:19.0:-1
1529416188211:18.0:-1
1529416188213:18.0:-1
1529416188214:18.0:-1
1529416188215:18.0:-1
1529416188217:18.0:-1
1529416188218:18.0:-1
1529416188220:18.0:-1
1529416188222:18.0:-1
1529416188224:18.0:-1
1529416188226:18.0:-1
1529416188227:18.0:-1
1529416188229:18.0:-1
1529416188231:18.0:-1
1529416188232:18.0:-1
1529416188234:18.0:-1
1529416188236:18.0:-1
1529416188238:18.0:-1
1529416188240:18.0:-1
1529416188242:18.0:-1
1529416188243:18.0:-1
1529416188245:18.0:-1
1529416188247:18.0:-1
1529416188248:18.0:-1
1529416188250:18.0:-1
1529416188251:18.0:-1
1529416188253:18.0:-1
1529416188255:18.0:-1
1529416188257:18.0:-1
1529416188259:18.0:-1
1529416188261:18.0:-1
1529416188262:18.0:-1
1529416188264:18.0:-1
1529416188266:18.0:-1
1529416188267:18.0:-1
1529416188269:18.0:-1
1529416188272:18.0:-1
1529416188274:18.0:-1
1529416188276:18.0:-1
1529416188278:18.0:-1
1529416188280:18.0:-1
1529416188281:18.0:-1
1529416188283:18.0:-1
1529416188284:18.0:-1
1529416188287:18.0:-1
1529416188289:18.0:-1
1529416188291:18.0:-1
1529416188292:18.0:-1
1529416188294:18.0:-1
1529416188296:18.0:-1
1529416188297:18.0:-1
1529416188299:18.0:-1
1529416188300:18.0:-1
1529416188302:18.0:-1
1529416188304:18.0:-1
1529416188306:18.0:-1
1529416188308:18.0:-1
1529416188309:18.0:-1
1529416188311:17.0:-1
1529416188313:17.0:-1
1529416188314:17.0:-1
1529416188316:17.0:-1
1529416188317:17.0:-1
1529416188318:17.0:-1
1529416188320:17.0:-1
1529416188323:17.0:-1
1529416188324:17.0:-1
1529416188326:17.0:-1
1529416188328:17.0:-1
1529416188329:17.0:-1
1529416188331:17.0:-1
1529416188332:17.0:-1
1529416188334:17.0:-1
1529416188335:17.0:-1
1529416188338:17.0:-1
1529416188340:17.0:-1
1529416188341:17.0:-1
1529416188343:17.0:-1
1529416188345:17.0:-1
1529416188347:17.0:-1
1529416188349:17.0:-1
1529416188351:17.0:-1
1529416188353:17.0:-1
1529416188356:17.0:-1
1529416188358:17.0:-1
1529416188360:17.0:-1
1529416188362:17.0:-1
1529416188363:17.0:-1
1529416188365:17.0:-1
1529416188366:17.0:-1
1529416188367:17.0:-1
1529416188369:17.0:-1
1529416188372:17.0:-1
1529416188374:17.0:-1
1529416188375:17.0:-1
1529416188377:17.0:-1
1529416188379:17.0:-1
1529416188381:17.0:-1
1529416188382:17.0:-1
1529416188383:17.0:-1
1529416188385:17.0:-1
1529416188388:17.0:-1
1529416188390:17.0:-1
1529416188391:17.0:-1
1529416188393:17.0:-1
1529416188395:17.0:-1
1529416188396:17.0:-1
1529416188398:17.0:-1
1529416188401:18.0:-1
1529416188402:18.0:-1
1529416188404:18.0:-1
1529416188406:18.0:-1
1529416188408:18.0:-1
1529416188410:18.0:-1
1529416188412:18.0:-1
1529416188413:18.0:-1
1529416188415:18.0:-1
1529416188416:18.0:-1
1529416188417:18.0:-1
1529416188418:18.0:-1
1529416188421:18.0:-1
1529416188423:18.0:-1
1529416188424:18.0:-1
1529416188426:18.0:-1
1529416188428:18.0:-1
1529416188430:18.0:-1
1529416188431:18.0:-1
1529416188433:18.0:-1
1529416188435:18.0:-1
1529416188438:18.0:-1
1529416188440:18.0:-1
1529416188441:18.0:-1
1529416188443:18.0:-1
1529416188445:18.0:-1
1529416188447:18.0:-1
1529416188449:18.0:-1
1529416188452:18.0:-1
1529416188454:18.0:-1
1529416188456:18.0:-1
1529416188458:18.0:-1
1529416188460:18.0:-1
1529416188461:18.0:-1
1529416188463:18.0:-1
1529416188464:18.0:-1
1529416188465:18.0:-1
1529416188467:18.0:-1
1529416188468:18.0:-1
1529416188469:18.0:-1
1529416188472:18.0:-1
1529416188474:18.0:-1
1529416188475:18.0:-1
1529416188477:18.0:-1
1529416188479:18.0:-1
1529416188482:18.0:-1
1529416188483:18.0:-1
1529416188485:18.0:-1
1529416188488:18.0:-1
1529416188490:18.0:-1
1529416188491:18.0:-1
1529416188493:18.0:-1
1529416188495:18.0:-1
1529416188497:18.0:-1
1529416188499:18.0:-1
1529416188501:18.0:-1
1529416188502:18.0:-1
1529416188505:18.0:-1
1529416188507:18.0:-1
1529416188508:18.0:-1
1529416188510:18.0:-1
1529416188511:18.0:-1
1529416188513:18.0:-1
1529416188514:18.0:-1
1529416188515:18.0:-1
1529416188517:18.0:-1
1529416188518:18.0:-1
1529416188519:18.0:-1
1529416188522:18.0:-1
1529416188524:18.0:-1
1529416188525:17.0:-1
1529416188527:17.0:-1
1529416188529:17.0:-1
1529416188531:17.0:-1
1529416188532:17.0:-1
1529416188534:17.0:-1
1529416188535:17.0:-1
1529416188537:17.0:-1
1529416188540:17.0:-1
1529416188542:17.0:-1
1529416188544:17.0:-1
1529416188546:17.0:-1
1529416188547:17.0:-1
1529416188549:17.0:-1
1529416188550:17.0:-1
1529416188552:17.0:-1
1529416188554:17.0:-1
1529416188556:17.0:-1
1529416188557:17.0:-1
1529416188559:17.0:-1
1529416188561:17.0:-1
1529416188563:17.0:-1
1529416188565:17.0:-1
1529416188566:17.0:-1
1529416188567:17.0:-1
1529416188568:17.0:-1
1529416188571:17.0:-1
1529416188574:17.0:-1
1529416188575:17.0:-1
1529416188577:17.0:-1
1529416188578:17.0:-1
1529416188581:17.0:-1
1529416188582:17.0:-1
1529416188583:17.0:-1
1529416188584:17.0:-1
