1529414736922:141.0:95
1529414736968:96.0:95
1529414736971:96.0:95
1529414736974:96.0:95
1529414736977:91.0:95
1529414736979:91.0:95
1529414736981:91.0:95
1529414736983:91.0:95
1529414736985:91.0:95
1529414736988:91.0:95
1529414736991:90.0:95
1529414736993:90.0:95
1529414736995:90.0:95
1529414736998:90.0:95
1529414737002:90.0:95
1529414737004:93.0:95
1529414737007:93.0:95
1529414737009:93.0:95
1529414737011:93.0:95
1529414737015:93.0:95
1529414737017:96.0:95
1529414737020:96.0:95
1529414737023:96.0:95
1529414737026:96.0:95
1529414737028:96.0:95
1529414737031:100.0:95
1529414737034:100.0:95
1529414737036:100.0:95
1529414737038:100.0:95
1529414737040:100.0:95
1529414737043:103.0:95
1529414737045:103.0:95
1529414737048:103.0:95
1529414737052:103.0:95
1529414737054:103.0:95
1529414737056:104.0:95
1529414737063:104.0:95
1529414737068:104.0:95
1529414737071:104.0:95
1529414737075:103.0:95
1529414737083:103.0:95
1529414737085:100.0:95
1529414737090:100.0:95
1529414737093:100.0:95
1529414737096:100.0:95
1529414737098:100.0:95
1529414737100:100.0:95
1529414737102:95.0:95
1529414737105:95.0:95
1529414737107:95.0:95
1529414737109:95.0:95
1529414737111:95.0:95
1529414737113:90.0:95
1529414737116:90.0:95
1529414737118:90.0:95
1529414737121:90.0:95
1529414737124:90.0:95
1529414737127:90.0:95
1529414737130:84.0:95
1529414737133:84.0:95
1529414737134:84.0:95
1529414737136:84.0:95
1529414737138:84.0:95
1529414737140:84.0:95
1529414737142:77.0:95
1529414737144:77.0:95
1529414737147:77.0:95
1529414737149:77.0:95
1529414737151:77.0:95
1529414737153:69.0:95
1529414737155:69.0:95
1529414737157:69.0:95
1529414737159:69.0:95
1529414737161:69.0:95
1529414737165:69.0:95
1529414737167:62.0:95
1529414737168:62.0:95
1529414737171:62.0:95
1529414737172:62.0:95
1529414737174:62.0:95
1529414737176:62.0:95
1529414737178:56.0:95
1529414737180:56.0:95
1529414737183:56.0:95
1529414737185:56.0:95
1529414737188:56.0:95
1529414737190:56.0:95
1529414737192:55.0:95
1529414737194:55.0:95
1529414737196:55.0:95
1529414737198:55.0:95
1529414737200:55.0:95
1529414737202:55.0:95
1529414737205:58.0:95
1529414737207:58.0:95
1529414737209:58.0:95
1529414737211:58.0:95
1529414737213:58.0:95
1529414737215:65.0:95
1529414737217:65.0:95
1529414737219:65.0:95
1529414737221:65.0:95
1529414737223:65.0:95
1529414737226:65.0:95
1529414737228:75.0:95
1529414737231:75.0:95
1529414737232:75.0:95
1529414737235:75.0:95
1529414737237:75.0:95
1529414737239:75.0:95
1529414737242:88.0:95
1529414737245:88.0:95
1529414737247:88.0:95
1529414737249:88.0:95
1529414737251:88.0:95
1529414737253:101.0:95
1529414737255:101.0:95
1529414737258:101.0:95
1529414737260:101.0:95
1529414737261:101.0:95
1529414737263:101.0:95
1529414737265:101.0:95
1529414737267:115.0:95
1529414737269:115.0:95
1529414737272:115.0:95
1529414737274:115.0:95
1529414737275:115.0:95
1529414737277:115.0:95
1529414737279:129.0:95
1529414737281:129.0:95
1529414737283:129.0:95
1529414737284:129.0:95
1529414737286:129.0:95
1529414737288:129.0:95
1529414737291:142.0:95
1529414737292:142.0:95
1529414737294:142.0:95
1529414737296:142.0:95
1529414737299:142.0:95
1529414737301:142.0:95
1529414737303:154.0:95
1529414737305:154.0:95
1529414737307:154.0:95
1529414737310:154.0:95
1529414737312:154.0:95
1529414737315:154.0:95
1529414737318:164.0:95
1529414737320:164.0:95
1529414737322:164.0:95
1529414737324:164.0:95
1529414737327:164.0:95
1529414737329:172.0:95
1529414737333:172.0:95
1529414737335:172.0:95
1529414737337:172.0:95
1529414737339:172.0:95
1529414737342:178.0:95
1529414737345:178.0:95
1529414737347:178.0:95
1529414737349:178.0:95
1529414737352:178.0:95
1529414737354:181.0:95
1529414737357:181.0:95
1529414737359:181.0:95
1529414737361:181.0:95
1529414737364:181.0:95
1529414737366:181.0:95
1529414737369:182.0:95
1529414737371:182.0:95
1529414737374:182.0:95
1529414737376:182.0:95
1529414737378:182.0:95
1529414737380:183.0:95
1529414737383:183.0:95
1529414737385:183.0:95
1529414737388:183.0:95
1529414737390:183.0:95
1529414737393:183.0:95
1529414737395:183.0:95
1529414737397:183.0:95
1529414737399:183.0:95
1529414737402:183.0:95
1529414737404:182.0:95
1529414737406:182.0:95
1529414737408:182.0:95
1529414737411:182.0:95
1529414737413:182.0:95
